cluster,n,rank,feature,bare_name,family,bundle,z_score,cluster_mean,global_mean
1,1346,43,median_refill_rate_fut_5bps_15s_eth,median_refill_rate_fut_5bps_15s,Dynamics,B5_dynamics,0.9272,0.186781,0.138697
1,1346,44,ema_slope_200_15m_bps_fut_btc,ema_slope_200_15m_bps_fut,Trend,B6_context,0.9179,2.668478,0.778583
1,1346,45,refill_rate_fut_10bps_15s_eth,refill_rate_fut_10bps_15s,Liquidity Events,B3_flow,0.9177,0.126722,0.08892
1,1346,46,trade_count_spot_300s_eth,trade_count_spot_300s,Activity,B3_flow,0.9104,11.408648,10.808178
1,1346,47,median_refill_rate_spot_5bps_15s_eth,median_refill_rate_spot_5bps_15s,Dynamics,B5_dynamics,0.9104,0.185449,0.144705
1,1346,48,depth_gradient_bid_fut_struct50_60s_btc,depth_gradient_bid_fut_struct50_60s,Bookshape,B2_bookshape,0.9078,3.457086,1.2364
1,1346,49,depth_notional_ask_struct100_spot_60s_btc,depth_notional_ask_struct100_spot_60s,Bookshape,B2_bookshape,0.9021,12912998.0,10128116.0
1,1346,50,median_refill_rate_fut_10bps_60s_btc,median_refill_rate_fut_10bps_60s,Dynamics,B5_dynamics,0.9014,0.075851,0.05151
2,2832,1,absorption_volume_ask_spot_1bps_60s_eth,absorption_volume_ask_spot_1bps_60s,Absorption,B3_flow,-0.7366,17.192255,17.945539
2,2832,2,taker_imbalance_spot_60s_eth,taker_imbalance_spot_60s,Aggression,B1_imbalance,0.6916,0.130336,0.01244
2,2832,3,median_queue_pressure_spot_2bps_15s_eth,median_queue_pressure_spot_2bps_15s,Dynamics,B5_dynamics,0.6896,0.174311,-0.018352
2,2832,4,queue_pressure_spot_2bps_15s_eth,queue_pressure_spot_2bps_15s,Pressure,B1_imbalance,0.6844,0.176123,-0.021183
